incidente,data_andamento,decisao,agravo,orgao_julgador,novo_cpc,adc,adi,adpf,re,sumula,assunto,segmento,instancia,area,paradigma,efeito_vinculante,data_autuacao
4210429,2012-10-04,procedente,não,Cármen Lúcia,CPC/1973,não,não,não,não,não,PROCESSUAL CIVIL E DO TRABALHO,trabalho,segunda,DIREITO PROCESSUAL CIVIL E DO TRABALHO,inter_partes,nao_vinculante,2012-03-07
4210520,2016-06-15,procedente,não,Luís Roberto Barroso,CPC/2015,não,não,não,não,não,TRABALHO E PREVIDENCIÁRIO,trabalho,segunda,DIREITO DO TRABALHO,inter_partes,nao_vinculante,2012-03-07
4211212,2013-09-06,procedente,não,Dias Toffoli,CPC/1973,não,não,não,não,sim,PROCESSUAL CIVIL E DO TRABALHO,trabalho,segunda,DIREITO PROCESSUAL CIVIL E DO TRABALHO,sumula,vinculante,2012-03-08
4211611,2012-11-29,procedente,não,Marco Aurélio,CPC/1973,não,não,não,não,não,DIREITO DO ESTADO,trabalho,primeira,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,inter_partes,nao_vinculante,2012-03-09
4213916,2013-09-03,procedente,não,Dias Toffoli,CPC/1973,não,não,não,não,não,TRABALHO E PREVIDENCIÁRIO,trabalho,primeira,DIREITO DO TRABALHO,inter_partes,nao_vinculante,2012-03-14
4214019,2014-04-09,procedente,não,Cármen Lúcia,CPC/1973,não,não,não,não,sim,PENAL E PROCESSO PENAL,estadual,segunda,DIREITO PROCESSUAL PENAL,sumula,vinculante,2012-03-14
4214595,2012-12-18,procedente,não,Cármen Lúcia,CPC/1973,não,não,não,não,sim,DIREITO DO ESTADO,trabalho,primeira,DIREITO TRIBUTÁRIO,sumula,vinculante,2012-03-15
4214715,2016-03-04,procedente,não,Gilmar Mendes,CPC/1973,não,não,não,sim,não,TRABALHO E PREVIDENCIÁRIO,trabalho,segunda,DIREITO DO TRABALHO,rext,vinculante,2012-03-16
4215018,2013-03-12,procedente,não,Cármen Lúcia,CPC/1973,não,sim,não,não,sim,PROCESSUAL CIVIL E DO TRABALHO,trabalho,segunda,DIREITO PROCESSUAL CIVIL E DO TRABALHO,controle_concentrado,vinculante,2012-03-16
4215124,2013-05-23,procedente,não,Teori Zavascki,CPC/1973,não,sim,não,não,sim,TRABALHO E PREVIDENCIÁRIO,trabalho,segunda,DIREITO DO TRABALHO,controle_concentrado,vinculante,2012-03-16
4216120,2016-03-04,procedente,não,Gilmar Mendes,CPC/1973,não,não,não,sim,não,PROCESSUAL CIVIL E DO TRABALHO,trabalho,segunda,DIREITO PROCESSUAL CIVIL E DO TRABALHO,rext,vinculante,2012-03-20
4216244,2014-02-20,procedente,sim,Dias Toffoli,CPC/1973,não,não,não,não,não,TRABALHO E PREVIDENCIÁRIO,trabalho,superior,DIREITO DO TRABALHO,inter_partes,nao_vinculante,2012-03-20
4216427,2012-08-06,procedente,não,Marco Aurélio,CPC/1973,não,não,não,não,não,TRABALHO E PREVIDENCIÁRIO,trabalho,segunda,DIREITO DO TRABALHO,inter_partes,nao_vinculante,2012-03-21
4216552,2016-03-04,procedente,não,Gilmar Mendes,CPC/1973,não,não,não,sim,não,TRABALHO E PREVIDENCIÁRIO,trabalho,primeira,DIREITO DO TRABALHO,rext,vinculante,2012-03-21
4216658,2017-06-26,procedente,não,Luís Roberto Barroso,CPC/2015,não,não,não,não,sim,TRABALHO E PREVIDENCIÁRIO,trabalho,segunda,DIREITO DO TRABALHO,sumula,vinculante,2012-03-21
4216845,2012-08-17,procedente,não,Dias Toffoli,CPC/1973,não,não,não,não,não,TRABALHO E PREVIDENCIÁRIO,trabalho,segunda,DIREITO DO TRABALHO,inter_partes,nao_vinculante,2012-03-21
4217388,2013-03-21,procedente,não,Cármen Lúcia,CPC/1973,não,não,não,não,sim,PROCESSUAL CIVIL E DO TRABALHO,estadual,primeira,DIREITO PROCESSUAL CIVIL E DO TRABALHO,sumula,vinculante,2012-03-22
4217399,2014-11-20,procedente,sim,Cármen Lúcia,CPC/1973,não,não,não,sim,não,TRABALHO E PREVIDENCIÁRIO,trabalho,superior,DIREITO DO TRABALHO,rext,vinculante,2012-03-22
4217620,2013-04-02,procedente,não,Dias Toffoli,CPC/1973,não,não,não,sim,não,PENAL E PROCESSO PENAL,estadual,segunda,DIREITO PENAL,rext,vinculante,2012-03-23
4217840,2012-08-22,procedente,não,Dias Toffoli,CPC/1973,não,não,não,não,não,TRABALHO E PREVIDENCIÁRIO,trabalho,segunda,DIREITO DO TRABALHO,inter_partes,nao_vinculante,2012-03-23
4218176,2013-06-13,procedente,não,Marco Aurélio,CPC/1973,não,não,não,não,não,TRABALHO E PREVIDENCIÁRIO,trabalho,segunda,DIREITO DO TRABALHO,inter_partes,nao_vinculante,2012-03-26
4218475,2017-12-14,procedente,não,Luís Roberto Barroso,CPC/2015,não,não,não,não,não,TRABALHO E PREVIDENCIÁRIO,trabalho,superior,DIREITO DO TRABALHO,inter_partes,nao_vinculante,2012-03-26
4219273,2016-03-07,procedente,não,Gilmar Mendes,CPC/1973,não,não,não,sim,não,TRABALHO E PREVIDENCIÁRIO,trabalho,segunda,DIREITO DO TRABALHO,rext,vinculante,2012-03-27
4219609,2016-06-15,procedente,sim,Luís Roberto Barroso,CPC/2015,não,não,não,não,não,TRABALHO E PREVIDENCIÁRIO,trabalho,segunda,DIREITO DO TRABALHO,inter_partes,nao_vinculante,2012-03-27
4220139,2014-02-13,procedente,não,Dias Toffoli,CPC/1973,não,não,não,não,sim,PROCESSUAL CIVIL E DO TRABALHO,estadual,primeira,DIREITO PROCESSUAL CIVIL E DO TRABALHO,sumula,vinculante,2012-03-28
4220838,2014-10-16,procedente,não,Gilmar Mendes,CPC/1973,não,não,não,não,não,TRABALHO E PREVIDENCIÁRIO,trabalho,superior,DIREITO DO TRABALHO,inter_partes,nao_vinculante,2012-03-29
4221163,2014-05-13,procedente,não,Luiz Fux,CPC/1973,não,não,não,sim,não,PROCESSUAL CIVIL E DO TRABALHO,estadual,primeira,DIREITO PROCESSUAL CIVIL E DO TRABALHO,rext,vinculante,2012-03-30
4221463,2016-06-15,procedente,não,Luís Roberto Barroso,CPC/2015,não,não,não,não,não,TRABALHO E PREVIDENCIÁRIO,trabalho,superior,DIREITO DO TRABALHO,inter_partes,nao_vinculante,2012-03-30
4221550,2012-12-11,procedente,não,Marco Aurélio,CPC/1973,não,não,não,não,não,TRABALHO E PREVIDENCIÁRIO,trabalho,superior,DIREITO DO TRABALHO,inter_partes,nao_vinculante,2012-03-30
4221595,2012-12-10,procedente,não,Marco Aurélio,CPC/1973,não,não,não,não,não,TRABALHO E PREVIDENCIÁRIO,trabalho,superior,DIREITO DO TRABALHO,inter_partes,nao_vinculante,2012-03-30
4222047,2013-10-01,procedente,não,Gilmar Mendes,CPC/1973,não,não,não,não,não,PENAL E PROCESSO PENAL,estadual,segunda,DIREITO PROCESSUAL PENAL,inter_partes,nao_vinculante,2012-04-02
4222203,2013-09-03,procedente,não,Dias Toffoli,CPC/1973,não,não,não,não,sim,TRABALHO E PREVIDENCIÁRIO,trabalho,segunda,DIREITO DO TRABALHO,sumula,vinculante,2012-04-02
4223729,2016-06-15,procedente,não,Luís Roberto Barroso,CPC/2015,não,não,não,não,não,TRABALHO E PREVIDENCIÁRIO,trabalho,segunda,DIREITO DO TRABALHO,inter_partes,nao_vinculante,2012-04-05
4223733,2014-10-22,procedente,não,Gilmar Mendes,CPC/1973,não,não,não,não,não,TRABALHO E PREVIDENCIÁRIO,trabalho,superior,DIREITO DO TRABALHO,inter_partes,nao_vinculante,2012-04-05
4224623,2016-04-28,procedente,não,Gilmar Mendes,CPC/2015,não,não,não,sim,não,TRABALHO E PREVIDENCIÁRIO,trabalho,superior,DIREITO DO TRABALHO,rext,vinculante,2012-04-09
4225156,2012-08-08,procedente,não,Cármen Lúcia,CPC/1973,não,sim,não,não,não,PROCESSUAL CIVIL E DO TRABALHO,trabalho,superior,DIREITO PROCESSUAL CIVIL E DO TRABALHO,controle_concentrado,vinculante,2012-04-10
4225814,2016-03-10,procedente,não,Gilmar Mendes,CPC/1973,não,não,não,sim,não,TRABALHO E PREVIDENCIÁRIO,trabalho,segunda,DIREITO DO TRABALHO,rext,vinculante,2012-04-11
4226931,2013-03-04,procedente,não,Teori Zavascki,CPC/1973,não,não,não,não,sim,TRABALHO E PREVIDENCIÁRIO,trabalho,segunda,DIREITO DO TRABALHO,sumula,vinculante,2012-04-13
4228499,2012-08-27,procedente,não,Luiz Fux,CPC/1973,não,não,não,não,não,PROCESSUAL CIVIL E DO TRABALHO,trabalho,segunda,DIREITO PROCESSUAL CIVIL E DO TRABALHO,inter_partes,nao_vinculante,2012-04-17
4230064,2016-03-04,procedente,não,Gilmar Mendes,CPC/1973,não,não,não,sim,não,TRABALHO E PREVIDENCIÁRIO,trabalho,segunda,DIREITO DO TRABALHO,rext,vinculante,2012-04-19
4230981,2013-02-20,procedente,não,Cármen Lúcia,CPC/1973,não,sim,não,não,não,,estadual,segunda,,controle_concentrado,vinculante,2012-04-22
4231062,2017-06-26,procedente,não,Luís Roberto Barroso,CPC/2015,não,não,não,não,não,PROCESSUAL CIVIL E DO TRABALHO,trabalho,superior,DIREITO PROCESSUAL CIVIL E DO TRABALHO,inter_partes,nao_vinculante,2012-04-23
4231076,2017-06-26,procedente,não,Luís Roberto Barroso,CPC/2015,não,não,não,não,não,PROCESSUAL CIVIL E DO TRABALHO,trabalho,primeira,DIREITO PROCESSUAL CIVIL E DO TRABALHO,inter_partes,nao_vinculante,2012-04-23
4231373,2016-06-15,procedente,não,Luís Roberto Barroso,CPC/2015,não,não,não,não,não,PROCESSUAL CIVIL E DO TRABALHO,trabalho,superior,DIREITO PROCESSUAL CIVIL E DO TRABALHO,inter_partes,nao_vinculante,2012-04-23
4232106,2012-12-11,procedente,não,Marco Aurélio,CPC/1973,não,não,não,não,não,PROCESSUAL CIVIL E DO TRABALHO,trabalho,segunda,DIREITO PROCESSUAL CIVIL E DO TRABALHO,inter_partes,nao_vinculante,2012-04-24
4232152,2013-05-23,procedente,não,Marco Aurélio,CPC/1973,não,não,não,não,não,PROCESSUAL CIVIL E DO TRABALHO,trabalho,segunda,DIREITO PROCESSUAL CIVIL E DO TRABALHO,inter_partes,nao_vinculante,2012-04-24
4232193,2014-11-20,procedente,sim,Cármen Lúcia,CPC/1973,não,não,não,não,não,PROCESSUAL CIVIL E DO TRABALHO,trabalho,segunda,DIREITO PROCESSUAL CIVIL E DO TRABALHO,inter_partes,nao_vinculante,2012-04-24
4232275,2016-06-15,procedente,não,Luís Roberto Barroso,CPC/2015,não,não,não,não,não,PROCESSUAL CIVIL E DO TRABALHO,trabalho,primeira,DIREITO PROCESSUAL CIVIL E DO TRABALHO,inter_partes,nao_vinculante,2012-04-24
4232299,2016-06-15,procedente,não,Luís Roberto Barroso,CPC/2015,não,não,não,não,não,PROCESSUAL CIVIL E DO TRABALHO,trabalho,segunda,DIREITO PROCESSUAL CIVIL E DO TRABALHO,inter_partes,nao_vinculante,2012-04-24
4232790,2016-06-15,procedente,sim,Luís Roberto Barroso,CPC/2015,não,não,não,não,não,PROCESSUAL CIVIL E DO TRABALHO,trabalho,segunda,DIREITO PROCESSUAL CIVIL E DO TRABALHO,inter_partes,nao_vinculante,2012-04-25
4232910,2014-09-02,procedente,sim,Colegiada,CPC/1973,não,sim,não,não,não,PROCESSUAL CIVIL E DO TRABALHO,trabalho,segunda,DIREITO PROCESSUAL CIVIL E DO TRABALHO,controle_concentrado,vinculante,2012-04-25
4232960,2013-06-14,procedente,não,Luiz Fux,CPC/1973,não,não,não,não,não,PROCESSUAL CIVIL E DO TRABALHO,trabalho,segunda,DIREITO PROCESSUAL CIVIL E DO TRABALHO,inter_partes,nao_vinculante,2012-04-25
4232960,2013-06-14,procedente,não,Luiz Fux,CPC/1973,não,não,não,não,não,PROCESSUAL CIVIL E DO TRABALHO,trabalho,primeira,DIREITO PROCESSUAL CIVIL E DO TRABALHO,inter_partes,nao_vinculante,2012-04-25
4232989,2014-10-06,procedente,não,Marco Aurélio,CPC/1973,não,não,não,não,não,PROCESSUAL CIVIL E DO TRABALHO,estadual,segunda,DIREITO PROCESSUAL CIVIL E DO TRABALHO,inter_partes,nao_vinculante,2012-04-25
4235283,2013-08-09,procedente,não,Dias Toffoli,CPC/1973,não,não,não,não,não,TRABALHO E PREVIDENCIÁRIO,trabalho,superior,DIREITO DO TRABALHO,inter_partes,nao_vinculante,2012-05-02
4235694,2013-12-12,procedente,não,Luiz Fux,CPC/1973,não,sim,não,não,não,PROCESSUAL CIVIL E DO TRABALHO,federal,primeira,DIREITO PROCESSUAL CIVIL E DO TRABALHO,controle_concentrado,vinculante,2012-05-02
4236471,2017-02-01,procedente,não,Rosa Weber,CPC/2015,não,não,não,sim,não,CONSUMIDOR,estadual,segunda,DIREITO DO CONSUMIDOR,rext,vinculante,2012-05-03
4237710,2017-08-08,procedente,não,Gilmar Mendes,CPC/2015,não,não,não,sim,sim,PROCESSUAL CIVIL E DO TRABALHO,trabalho,primeira,DIREITO PROCESSUAL CIVIL E DO TRABALHO,sumula,vinculante,2012-05-07
4238967,2013-06-13,procedente,não,Marco Aurélio,CPC/1973,não,não,não,não,não,PROCESSUAL CIVIL E DO TRABALHO,trabalho,segunda,DIREITO PROCESSUAL CIVIL E DO TRABALHO,inter_partes,nao_vinculante,2012-05-09
4239198,2013-05-27,procedente,não,Cármen Lúcia,CPC/1973,não,não,não,sim,não,CONSUMIDOR,estadual,segunda,DIREITO DO CONSUMIDOR,rext,vinculante,2012-05-09
4239603,2017-06-26,procedente,não,Luís Roberto Barroso,CPC/2015,não,não,não,não,não,PROCESSUAL CIVIL E DO TRABALHO,trabalho,primeira,DIREITO PROCESSUAL CIVIL E DO TRABALHO,inter_partes,nao_vinculante,2012-05-10
4239731,2012-09-04,procedente,não,Luiz Fux,CPC/1973,não,não,não,não,não,PROCESSUAL CIVIL E DO TRABALHO,trabalho,segunda,DIREITO PROCESSUAL CIVIL E DO TRABALHO,inter_partes,nao_vinculante,2012-05-10
4239774,2014-12-03,procedente,sim,Luiz Fux,CPC/1973,não,não,não,não,não,PROCESSUAL CIVIL E DO TRABALHO,trabalho,superior,DIREITO PROCESSUAL CIVIL E DO TRABALHO,inter_partes,nao_vinculante,2012-05-10
4242130,2014-10-29,procedente,não,Marco Aurélio,CPC/1973,não,não,não,não,não,DIREITO DO ESTADO,trabalho,primeira,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,inter_partes,nao_vinculante,2012-05-15
4242130,2012-09-10,procedente,não,Marco Aurélio,CPC/1973,não,não,não,não,não,DIREITO DO ESTADO,trabalho,primeira,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,inter_partes,nao_vinculante,2012-05-15
4242766,2016-06-15,procedente,não,Luís Roberto Barroso,CPC/2015,não,não,não,não,não,TRABALHO E PREVIDENCIÁRIO,trabalho,superior,DIREITO DO TRABALHO,inter_partes,nao_vinculante,2012-05-16
4242771,2014-10-22,procedente,não,Gilmar Mendes,CPC/1973,não,não,não,não,não,TRABALHO E PREVIDENCIÁRIO,trabalho,superior,DIREITO DO TRABALHO,inter_partes,nao_vinculante,2012-05-16
4243705,2014-11-20,procedente,sim,Cármen Lúcia,CPC/1973,não,não,não,não,não,PROCESSUAL CIVIL E DO TRABALHO,trabalho,segunda,DIREITO PROCESSUAL CIVIL E DO TRABALHO,inter_partes,nao_vinculante,2012-05-17
4245052,2016-03-04,procedente,não,Gilmar Mendes,CPC/1973,não,não,não,sim,não,PROCESSUAL CIVIL E DO TRABALHO,trabalho,segunda,DIREITO PROCESSUAL CIVIL E DO TRABALHO,rext,vinculante,2012-05-21
4251874,2012-08-08,procedente,não,Marco Aurélio,CPC/1973,não,não,não,não,não,TRABALHO E PREVIDENCIÁRIO,trabalho,segunda,DIREITO DO TRABALHO,inter_partes,nao_vinculante,2012-05-30
4252794,2014-05-27,procedente,não,Marco Aurélio,CPC/1973,não,não,não,não,não,TRABALHO E PREVIDENCIÁRIO,trabalho,segunda,DIREITO DO TRABALHO,inter_partes,nao_vinculante,2012-05-31
4254625,2014-03-11,procedente,não,Gilmar Mendes,CPC/1973,não,não,não,não,não,TRABALHO E PREVIDENCIÁRIO,trabalho,primeira,DIREITO DO TRABALHO,inter_partes,nao_vinculante,2012-06-04
4257589,2012-11-29,procedente,não,Marco Aurélio,CPC/1973,não,não,não,não,não,TRABALHO E PREVIDENCIÁRIO,trabalho,segunda,DIREITO DO TRABALHO,inter_partes,nao_vinculante,2012-06-11
4257897,2016-03-04,procedente,não,Gilmar Mendes,CPC/1973,não,não,não,sim,não,TRABALHO E PREVIDENCIÁRIO,trabalho,segunda,DIREITO DO TRABALHO,rext,vinculante,2012-06-11
4258513,2013-08-09,procedente,não,Dias Toffoli,CPC/1973,não,não,não,não,não,TRABALHO E PREVIDENCIÁRIO,trabalho,segunda,DIREITO DO TRABALHO,inter_partes,nao_vinculante,2012-06-12
4258517,2013-08-09,procedente,não,Dias Toffoli,CPC/1973,não,não,não,não,não,TRABALHO E PREVIDENCIÁRIO,trabalho,segunda,DIREITO DO TRABALHO,inter_partes,nao_vinculante,2012-06-12
4258640,2016-03-07,procedente,não,Gilmar Mendes,CPC/1973,não,não,não,sim,não,TRABALHO E PREVIDENCIÁRIO,trabalho,segunda,DIREITO DO TRABALHO,rext,vinculante,2012-06-12
4259675,2014-03-19,procedente,não,Cármen Lúcia,CPC/1973,não,sim,não,não,não,DIREITO DO ESTADO,estadual,segunda,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,controle_concentrado,vinculante,2012-06-14
4259684,2014-03-20,procedente,não,Cármen Lúcia,CPC/1973,não,sim,não,não,sim,DIREITO DO ESTADO,estadual,segunda,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,controle_concentrado,vinculante,2012-06-14
4259905,2012-10-05,procedente,não,Marco Aurélio,CPC/1973,não,não,não,não,não,TRABALHO E PREVIDENCIÁRIO,trabalho,segunda,DIREITO DO TRABALHO,inter_partes,nao_vinculante,2012-06-14
4260369,2013-11-06,procedente,não,Dias Toffoli,CPC/1973,não,não,não,não,não,TRABALHO E PREVIDENCIÁRIO,trabalho,segunda,DIREITO DO TRABALHO,inter_partes,nao_vinculante,2012-06-15
4260460,2013-03-13,procedente,não,Dias Toffoli,CPC/1973,não,sim,não,sim,não,PROCESSUAL CIVIL E DO TRABALHO,trabalho,segunda,DIREITO PROCESSUAL CIVIL E DO TRABALHO,controle_concentrado,vinculante,2012-06-15
4260460,2013-03-13,procedente,não,Dias Toffoli,CPC/1973,não,sim,não,sim,não,PROCESSUAL CIVIL E DO TRABALHO,trabalho,primeira,DIREITO PROCESSUAL CIVIL E DO TRABALHO,controle_concentrado,vinculante,2012-06-15
4261108,2013-11-06,procedente,não,Dias Toffoli,CPC/1973,não,não,não,não,sim,TRABALHO E PREVIDENCIÁRIO,trabalho,segunda,DIREITO DO TRABALHO,sumula,vinculante,2012-06-18
4261343,2013-05-07,procedente,não,Gilmar Mendes,CPC/1973,não,sim,sim,não,não,PROCESSUAL CIVIL E DO TRABALHO,trabalho,segunda,DIREITO PROCESSUAL CIVIL E DO TRABALHO,controle_concentrado,vinculante,2012-06-18
4261343,2013-05-07,procedente,não,Gilmar Mendes,CPC/1973,não,sim,sim,não,não,PROCESSUAL CIVIL E DO TRABALHO,trabalho,superior,DIREITO PROCESSUAL CIVIL E DO TRABALHO,controle_concentrado,vinculante,2012-06-18
4261386,2014-11-20,procedente,sim,Cármen Lúcia,CPC/1973,não,não,não,não,não,TRABALHO E PREVIDENCIÁRIO,trabalho,primeira,DIREITO DO TRABALHO,inter_partes,nao_vinculante,2012-06-18
4261800,2012-12-17,procedente,não,Marco Aurélio,CPC/1973,não,não,não,não,não,TRABALHO E PREVIDENCIÁRIO,trabalho,segunda,DIREITO DO TRABALHO,inter_partes,nao_vinculante,2012-06-19
4262002,2014-11-20,procedente,sim,Cármen Lúcia,CPC/1973,não,não,não,não,não,TRABALHO E PREVIDENCIÁRIO,trabalho,superior,DIREITO DO TRABALHO,inter_partes,nao_vinculante,2012-06-19
4263826,2016-03-07,procedente,não,Gilmar Mendes,CPC/1973,não,não,não,sim,não,TRABALHO E PREVIDENCIÁRIO,trabalho,primeira,DIREITO DO TRABALHO,rext,vinculante,2012-06-22
4264080,2016-03-07,procedente,não,Gilmar Mendes,CPC/1973,não,não,não,sim,não,TRABALHO E PREVIDENCIÁRIO,trabalho,segunda,DIREITO DO TRABALHO,rext,vinculante,2012-06-22
4264910,2014-06-23,procedente,não,Luiz Fux,CPC/1973,não,sim,não,não,não,DIREITO DO ESTADO,estadual,segunda,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,controle_concentrado,vinculante,2012-06-22
4265096,2013-08-12,procedente,não,Dias Toffoli,CPC/1973,não,não,não,não,sim,PROCESSUAL CIVIL E DO TRABALHO,trabalho,segunda,DIREITO PROCESSUAL CIVIL E DO TRABALHO,sumula,vinculante,2012-06-25
4265223,2012-08-01,procedente,não,Luiz Fux,CPC/1973,não,não,não,não,não,TRABALHO E PREVIDENCIÁRIO,trabalho,primeira,DIREITO DO TRABALHO,inter_partes,nao_vinculante,2012-06-25
4265281,2012-08-17,procedente,não,Luiz Fux,CPC/1973,não,não,não,não,não,PROCESSUAL CIVIL E DO TRABALHO,trabalho,segunda,DIREITO PROCESSUAL CIVIL E DO TRABALHO,inter_partes,nao_vinculante,2012-06-25
4265281,2012-08-17,procedente,não,Luiz Fux,CPC/1973,não,não,não,não,não,PROCESSUAL CIVIL E DO TRABALHO,trabalho,primeira,DIREITO PROCESSUAL CIVIL E DO TRABALHO,inter_partes,nao_vinculante,2012-06-25
4266495,2012-08-07,procedente,não,Gilmar Mendes,CPC/1973,não,sim,sim,não,não,PROCESSUAL CIVIL E DO TRABALHO,trabalho,superior,DIREITO PROCESSUAL CIVIL E DO TRABALHO,controle_concentrado,vinculante,2012-06-27
4267841,2013-10-23,procedente,não,Celso de Mello,CPC/1973,não,não,não,não,sim,DIREITO DO ESTADO,estadual,segunda,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,sumula,vinculante,2012-06-29
4267978,2016-06-15,procedente,não,Luís Roberto Barroso,CPC/2015,não,não,não,não,não,PROCESSUAL CIVIL E DO TRABALHO,trabalho,primeira,DIREITO PROCESSUAL CIVIL E DO TRABALHO,inter_partes,nao_vinculante,2012-06-29
4268056,2014-08-01,procedente,não,Luís Roberto Barroso,CPC/1973,não,sim,não,não,não,PROCESSUAL CIVIL E DO TRABALHO,trabalho,segunda,DIREITO PROCESSUAL CIVIL E DO TRABALHO,controle_concentrado,vinculante,2012-06-29
4268716,2013-02-26,procedente,não,Cármen Lúcia,CPC/1973,não,não,não,não,não,PROCESSUAL CIVIL E DO TRABALHO,estadual,segunda,DIREITO PROCESSUAL CIVIL E DO TRABALHO,inter_partes,nao_vinculante,2012-07-02
4272278,2014-02-03,procedente,não,Luiz Fux,CPC/1973,não,sim,não,não,não,DIREITO DO ESTADO,federal,primeira,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,controle_concentrado,vinculante,2012-07-10
4272568,2012-09-24,procedente,não,Dias Toffoli,CPC/1973,não,sim,não,não,não,PROCESSUAL CIVIL E DO TRABALHO,federal,primeira,DIREITO PROCESSUAL CIVIL E DO TRABALHO,controle_concentrado,vinculante,2012-07-10
4272908,2012-09-24,procedente,não,Dias Toffoli,CPC/1973,não,sim,não,não,não,PROCESSUAL CIVIL E DO TRABALHO,trabalho,superior,DIREITO PROCESSUAL CIVIL E DO TRABALHO,controle_concentrado,vinculante,2012-07-11
4273369,2014-10-31,procedente,não,Marco Aurélio,CPC/1973,não,não,não,não,não,TRABALHO E PREVIDENCIÁRIO,trabalho,segunda,DIREITO DO TRABALHO,inter_partes,nao_vinculante,2012-07-12
4273849,2014-02-28,procedente,não,Gilmar Mendes,CPC/1973,não,não,não,não,não,TRABALHO E PREVIDENCIÁRIO,trabalho,segunda,DIREITO DO TRABALHO,inter_partes,nao_vinculante,2012-07-13
4274325,2016-03-04,procedente,não,Gilmar Mendes,CPC/1973,não,não,não,sim,não,TRABALHO E PREVIDENCIÁRIO,trabalho,segunda,DIREITO DO TRABALHO,rext,vinculante,2012-07-16
4276600,2016-02-25,procedente,não,Gilmar Mendes,CPC/1973,não,não,não,sim,não,PROCESSUAL CIVIL E DO TRABALHO,trabalho,segunda,DIREITO PROCESSUAL CIVIL E DO TRABALHO,rext,vinculante,2012-07-24
4277790,2014-02-28,procedente,não,Gilmar Mendes,CPC/1973,não,não,não,não,não,TRABALHO E PREVIDENCIÁRIO,trabalho,segunda,DIREITO DO TRABALHO,inter_partes,nao_vinculante,2012-07-27
4280257,2012-08-27,procedente,não,Dias Toffoli,CPC/1973,não,sim,não,não,não,TRABALHO E PREVIDENCIÁRIO,trabalho,segunda,DIREITO DO TRABALHO,controle_concentrado,vinculante,2012-08-03
4280805,2016-02-25,procedente,não,Gilmar Mendes,CPC/1973,não,não,não,sim,não,TRABALHO E PREVIDENCIÁRIO,trabalho,segunda,DIREITO DO TRABALHO,rext,vinculante,2012-08-06
4284649,2012-09-26,procedente,não,Marco Aurélio,CPC/1973,não,não,não,não,não,TRABALHO E PREVIDENCIÁRIO,trabalho,segunda,DIREITO DO TRABALHO,inter_partes,nao_vinculante,2012-08-13
4284819,2012-12-17,procedente,não,Marco Aurélio,CPC/1973,não,não,não,não,não,PROCESSUAL CIVIL E DO TRABALHO,trabalho,segunda,DIREITO PROCESSUAL CIVIL E DO TRABALHO,inter_partes,nao_vinculante,2012-08-13
4285578,2016-02-25,procedente,não,Gilmar Mendes,CPC/1973,não,não,não,sim,não,TRABALHO E PREVIDENCIÁRIO,trabalho,segunda,DIREITO DO TRABALHO,rext,vinculante,2012-08-14
4285992,2016-02-25,procedente,não,Gilmar Mendes,CPC/1973,não,não,não,sim,não,TRABALHO E PREVIDENCIÁRIO,trabalho,segunda,DIREITO DO TRABALHO,rext,vinculante,2012-08-14
4286243,2012-09-26,procedente,não,Luiz Fux,CPC/1973,não,não,não,não,não,TRABALHO E PREVIDENCIÁRIO,trabalho,superior,DIREITO DO TRABALHO,inter_partes,nao_vinculante,2012-08-15
4286618,2013-06-13,procedente,não,Marco Aurélio,CPC/1973,não,não,não,não,não,TRABALHO E PREVIDENCIÁRIO,trabalho,superior,DIREITO DO TRABALHO,inter_partes,nao_vinculante,2012-08-15
4287323,2013-09-13,procedente,não,Marco Aurélio,CPC/1973,não,não,não,não,não,PROCESSUAL CIVIL E DO TRABALHO,trabalho,superior,DIREITO PROCESSUAL CIVIL E DO TRABALHO,inter_partes,nao_vinculante,2012-08-16
4288014,2012-09-20,procedente,não,Dias Toffoli,CPC/1973,não,sim,não,não,sim,PROCESSUAL CIVIL E DO TRABALHO,trabalho,superior,DIREITO PROCESSUAL CIVIL E DO TRABALHO,controle_concentrado,vinculante,2012-08-17
4288122,2016-03-17,procedente,não,Gilmar Mendes,CPC/1973,não,não,não,sim,não,TRABALHO E PREVIDENCIÁRIO,trabalho,segunda,DIREITO DO TRABALHO,rext,vinculante,2012-08-17
4288157,2013-04-26,procedente,não,Teori Zavascki,CPC/1973,não,não,não,não,sim,TRABALHO E PREVIDENCIÁRIO,trabalho,segunda,DIREITO DO TRABALHO,sumula,vinculante,2012-08-17
